,track_id,analysis_url,track_href,type,uri
17,7BE4w5x1tY6yNaG5VN5utN,https://api.spotify.com/v1/audio-analysis/7BE4w5x1tY6yNaG5VN5utN,https://api.spotify.com/v1/tracks/7BE4w5x1tY6yNaG5VN5utN,audio_features,spotify:track:7BE4w5x1tY6yNaG5VN5utN
18,5vH7lHf9Dg71RQafMX2dhu,https://api.spotify.com/v1/audio-analysis/5vH7lHf9Dg71RQafMX2dhu,https://api.spotify.com/v1/tracks/5vH7lHf9Dg71RQafMX2dhu,audio_features,spotify:track:5vH7lHf9Dg71RQafMX2dhu
19,093LxFIrAeiyao4q3wRLxS,https://api.spotify.com/v1/audio-analysis/093LxFIrAeiyao4q3wRLxS,https://api.spotify.com/v1/tracks/093LxFIrAeiyao4q3wRLxS,audio_features,spotify:track:093LxFIrAeiyao4q3wRLxS
20,70TCOIUR8PiQD2lQ2DRdt6,https://api.spotify.com/v1/audio-analysis/70TCOIUR8PiQD2lQ2DRdt6,https://api.spotify.com/v1/tracks/70TCOIUR8PiQD2lQ2DRdt6,audio_features,spotify:track:70TCOIUR8PiQD2lQ2DRdt6
21,3vJmU9vrSwea9Wgui8lT2i,https://api.spotify.com/v1/audio-analysis/3vJmU9vrSwea9Wgui8lT2i,https://api.spotify.com/v1/tracks/3vJmU9vrSwea9Wgui8lT2i,audio_features,spotify:track:3vJmU9vrSwea9Wgui8lT2i
22,3LHtXx0gqKgiH7KbNYIo1u,https://api.spotify.com/v1/audio-analysis/3LHtXx0gqKgiH7KbNYIo1u,https://api.spotify.com/v1/tracks/3LHtXx0gqKgiH7KbNYIo1u,audio_features,spotify:track:3LHtXx0gqKgiH7KbNYIo1u
23,0jTwWKNPWAsLk6NXTzCGWX,https://api.spotify.com/v1/audio-analysis/0jTwWKNPWAsLk6NXTzCGWX,https://api.spotify.com/v1/tracks/0jTwWKNPWAsLk6NXTzCGWX,audio_features,spotify:track:0jTwWKNPWAsLk6NXTzCGWX
24,1aumonL1Syw67oOKlHXIiT,https://api.spotify.com/v1/audio-analysis/1aumonL1Syw67oOKlHXIiT,https://api.spotify.com/v1/tracks/1aumonL1Syw67oOKlHXIiT,audio_features,spotify:track:1aumonL1Syw67oOKlHXIiT
25,5tZqF5bTkHNzluPYMKdPpn,https://api.spotify.com/v1/audio-analysis/5tZqF5bTkHNzluPYMKdPpn,https://api.spotify.com/v1/tracks/5tZqF5bTkHNzluPYMKdPpn,audio_features,spotify:track:5tZqF5bTkHNzluPYMKdPpn
26,6Wo9Id3LCiBrZuBh2Y5HHc,https://api.spotify.com/v1/audio-analysis/6Wo9Id3LCiBrZuBh2Y5HHc,https://api.spotify.com/v1/tracks/6Wo9Id3LCiBrZuBh2Y5HHc,audio_features,spotify:track:6Wo9Id3LCiBrZuBh2Y5HHc
27,6A8pF07w07ucFvpIB7Z1NG,https://api.spotify.com/v1/audio-analysis/6A8pF07w07ucFvpIB7Z1NG,https://api.spotify.com/v1/tracks/6A8pF07w07ucFvpIB7Z1NG,audio_features,spotify:track:6A8pF07w07ucFvpIB7Z1NG
28,43lGZBFgVXqSFHSDlChsTQ,https://api.spotify.com/v1/audio-analysis/43lGZBFgVXqSFHSDlChsTQ,https://api.spotify.com/v1/tracks/43lGZBFgVXqSFHSDlChsTQ,audio_features,spotify:track:43lGZBFgVXqSFHSDlChsTQ
29,5Ns2JSMJ7FByO8CVqyOjhs,https://api.spotify.com/v1/audio-analysis/5Ns2JSMJ7FByO8CVqyOjhs,https://api.spotify.com/v1/tracks/5Ns2JSMJ7FByO8CVqyOjhs,audio_features,spotify:track:5Ns2JSMJ7FByO8CVqyOjhs
30,2czxcgLx9Rp8eQa48Phyhe,https://api.spotify.com/v1/audio-analysis/2czxcgLx9Rp8eQa48Phyhe,https://api.spotify.com/v1/tracks/2czxcgLx9Rp8eQa48Phyhe,audio_features,spotify:track:2czxcgLx9Rp8eQa48Phyhe
31,45voNVzOyWPZXtLMhqKm4K,https://api.spotify.com/v1/audio-analysis/45voNVzOyWPZXtLMhqKm4K,https://api.spotify.com/v1/tracks/45voNVzOyWPZXtLMhqKm4K,audio_features,spotify:track:45voNVzOyWPZXtLMhqKm4K
32,6MBV32qFRDbA1Qi6HUwfkH,https://api.spotify.com/v1/audio-analysis/6MBV32qFRDbA1Qi6HUwfkH,https://api.spotify.com/v1/tracks/6MBV32qFRDbA1Qi6HUwfkH,audio_features,spotify:track:6MBV32qFRDbA1Qi6HUwfkH
33,6Q18bdqWlaAOv1CkWJPhb7,https://api.spotify.com/v1/audio-analysis/6Q18bdqWlaAOv1CkWJPhb7,https://api.spotify.com/v1/tracks/6Q18bdqWlaAOv1CkWJPhb7,audio_features,spotify:track:6Q18bdqWlaAOv1CkWJPhb7
34,71CCI7BXxxwfSLer88nvYz,https://api.spotify.com/v1/audio-analysis/71CCI7BXxxwfSLer88nvYz,https://api.spotify.com/v1/tracks/71CCI7BXxxwfSLer88nvYz,audio_features,spotify:track:71CCI7BXxxwfSLer88nvYz
35,4diQsqAkEZq6OwpgmJip3L,https://api.spotify.com/v1/audio-analysis/4diQsqAkEZq6OwpgmJip3L,https://api.spotify.com/v1/tracks/4diQsqAkEZq6OwpgmJip3L,audio_features,spotify:track:4diQsqAkEZq6OwpgmJip3L
36,6j3u4Dewb8YAs5wr0bMss1,https://api.spotify.com/v1/audio-analysis/6j3u4Dewb8YAs5wr0bMss1,https://api.spotify.com/v1/tracks/6j3u4Dewb8YAs5wr0bMss1,audio_features,spotify:track:6j3u4Dewb8YAs5wr0bMss1
37,2UhoxK1Fs0GWdA8MZYiHVt,https://api.spotify.com/v1/audio-analysis/2UhoxK1Fs0GWdA8MZYiHVt,https://api.spotify.com/v1/tracks/2UhoxK1Fs0GWdA8MZYiHVt,audio_features,spotify:track:2UhoxK1Fs0GWdA8MZYiHVt
38,7mlTBHdbYpl6q5NdQODZB6,https://api.spotify.com/v1/audio-analysis/7mlTBHdbYpl6q5NdQODZB6,https://api.spotify.com/v1/tracks/7mlTBHdbYpl6q5NdQODZB6,audio_features,spotify:track:7mlTBHdbYpl6q5NdQODZB6
39,5YspaX8ZulvabxvNTlfwYX,https://api.spotify.com/v1/audio-analysis/5YspaX8ZulvabxvNTlfwYX,https://api.spotify.com/v1/tracks/5YspaX8ZulvabxvNTlfwYX,audio_features,spotify:track:5YspaX8ZulvabxvNTlfwYX
40,5ChV7cLTqBSbIJ5T4oW5gr,https://api.spotify.com/v1/audio-analysis/5ChV7cLTqBSbIJ5T4oW5gr,https://api.spotify.com/v1/tracks/5ChV7cLTqBSbIJ5T4oW5gr,audio_features,spotify:track:5ChV7cLTqBSbIJ5T4oW5gr
41,5q3v3zNrPnuXG0AmqqMB4I,https://api.spotify.com/v1/audio-analysis/5q3v3zNrPnuXG0AmqqMB4I,https://api.spotify.com/v1/tracks/5q3v3zNrPnuXG0AmqqMB4I,audio_features,spotify:track:5q3v3zNrPnuXG0AmqqMB4I
42,41cyXzuU0vVIOz8vUscHQx,https://api.spotify.com/v1/audio-analysis/41cyXzuU0vVIOz8vUscHQx,https://api.spotify.com/v1/tracks/41cyXzuU0vVIOz8vUscHQx,audio_features,spotify:track:41cyXzuU0vVIOz8vUscHQx
43,4htQdgH8af02ilX04qH2jm,https://api.spotify.com/v1/audio-analysis/4htQdgH8af02ilX04qH2jm,https://api.spotify.com/v1/tracks/4htQdgH8af02ilX04qH2jm,audio_features,spotify:track:4htQdgH8af02ilX04qH2jm
44,5Hxk0msI9lijpXADGclBbn,https://api.spotify.com/v1/audio-analysis/5Hxk0msI9lijpXADGclBbn,https://api.spotify.com/v1/tracks/5Hxk0msI9lijpXADGclBbn,audio_features,spotify:track:5Hxk0msI9lijpXADGclBbn
45,05pi5xymIS7QpBEKjnuIDo,https://api.spotify.com/v1/audio-analysis/05pi5xymIS7QpBEKjnuIDo,https://api.spotify.com/v1/tracks/05pi5xymIS7QpBEKjnuIDo,audio_features,spotify:track:05pi5xymIS7QpBEKjnuIDo
46,1aKRaJL6oirQDIigKNxwLk,https://api.spotify.com/v1/audio-analysis/1aKRaJL6oirQDIigKNxwLk,https://api.spotify.com/v1/tracks/1aKRaJL6oirQDIigKNxwLk,audio_features,spotify:track:1aKRaJL6oirQDIigKNxwLk
47,2JFAy0HYLCzd7PoJ9ABZPJ,https://api.spotify.com/v1/audio-analysis/2JFAy0HYLCzd7PoJ9ABZPJ,https://api.spotify.com/v1/tracks/2JFAy0HYLCzd7PoJ9ABZPJ,audio_features,spotify:track:2JFAy0HYLCzd7PoJ9ABZPJ
48,5WasPzxlgpqr8YfuAq94vA,https://api.spotify.com/v1/audio-analysis/5WasPzxlgpqr8YfuAq94vA,https://api.spotify.com/v1/tracks/5WasPzxlgpqr8YfuAq94vA,audio_features,spotify:track:5WasPzxlgpqr8YfuAq94vA
49,7uU0hBz6yzt46CGAs2x43h,https://api.spotify.com/v1/audio-analysis/7uU0hBz6yzt46CGAs2x43h,https://api.spotify.com/v1/tracks/7uU0hBz6yzt46CGAs2x43h,audio_features,spotify:track:7uU0hBz6yzt46CGAs2x43h
50,6E0iMPsyuYW2XNaTijcwZG,https://api.spotify.com/v1/audio-analysis/6E0iMPsyuYW2XNaTijcwZG,https://api.spotify.com/v1/tracks/6E0iMPsyuYW2XNaTijcwZG,audio_features,spotify:track:6E0iMPsyuYW2XNaTijcwZG
51,18OqvtxuKl5DC9YBeYueZf,https://api.spotify.com/v1/audio-analysis/18OqvtxuKl5DC9YBeYueZf,https://api.spotify.com/v1/tracks/18OqvtxuKl5DC9YBeYueZf,audio_features,spotify:track:18OqvtxuKl5DC9YBeYueZf
52,4NFDS6gixV6pjwQPn42mpE,https://api.spotify.com/v1/audio-analysis/4NFDS6gixV6pjwQPn42mpE,https://api.spotify.com/v1/tracks/4NFDS6gixV6pjwQPn42mpE,audio_features,spotify:track:4NFDS6gixV6pjwQPn42mpE
53,2qRECyF5g4N92fNC1qF66d,https://api.spotify.com/v1/audio-analysis/2qRECyF5g4N92fNC1qF66d,https://api.spotify.com/v1/tracks/2qRECyF5g4N92fNC1qF66d,audio_features,spotify:track:2qRECyF5g4N92fNC1qF66d
54,5plRWkri6oRT4kSCeyHlEj,https://api.spotify.com/v1/audio-analysis/5plRWkri6oRT4kSCeyHlEj,https://api.spotify.com/v1/tracks/5plRWkri6oRT4kSCeyHlEj,audio_features,spotify:track:5plRWkri6oRT4kSCeyHlEj
55,2TkjW5KOsqHr6y6rLLS6Eb,https://api.spotify.com/v1/audio-analysis/2TkjW5KOsqHr6y6rLLS6Eb,https://api.spotify.com/v1/tracks/2TkjW5KOsqHr6y6rLLS6Eb,audio_features,spotify:track:2TkjW5KOsqHr6y6rLLS6Eb
56,7nCk1iYtAyP3VIqKHgNZfh,https://api.spotify.com/v1/audio-analysis/7nCk1iYtAyP3VIqKHgNZfh,https://api.spotify.com/v1/tracks/7nCk1iYtAyP3VIqKHgNZfh,audio_features,spotify:track:7nCk1iYtAyP3VIqKHgNZfh
57,5gvzcn08pt4oKccsnvCXY1,https://api.spotify.com/v1/audio-analysis/5gvzcn08pt4oKccsnvCXY1,https://api.spotify.com/v1/tracks/5gvzcn08pt4oKccsnvCXY1,audio_features,spotify:track:5gvzcn08pt4oKccsnvCXY1
58,2seRMxEVZjxPPRTrPBs3Bg,https://api.spotify.com/v1/audio-analysis/2seRMxEVZjxPPRTrPBs3Bg,https://api.spotify.com/v1/tracks/2seRMxEVZjxPPRTrPBs3Bg,audio_features,spotify:track:2seRMxEVZjxPPRTrPBs3Bg
59,0DirQzKKLvON8Nah6FICjw,https://api.spotify.com/v1/audio-analysis/0DirQzKKLvON8Nah6FICjw,https://api.spotify.com/v1/tracks/0DirQzKKLvON8Nah6FICjw,audio_features,spotify:track:0DirQzKKLvON8Nah6FICjw
60,2aTmRpMD7eK92opjUTrH3v,https://api.spotify.com/v1/audio-analysis/2aTmRpMD7eK92opjUTrH3v,https://api.spotify.com/v1/tracks/2aTmRpMD7eK92opjUTrH3v,audio_features,spotify:track:2aTmRpMD7eK92opjUTrH3v
61,2LGYjrHPyXtp85Wlbm4CvT,https://api.spotify.com/v1/audio-analysis/2LGYjrHPyXtp85Wlbm4CvT,https://api.spotify.com/v1/tracks/2LGYjrHPyXtp85Wlbm4CvT,audio_features,spotify:track:2LGYjrHPyXtp85Wlbm4CvT
62,4mr0X52T5dX5wtDgKcYx3h,https://api.spotify.com/v1/audio-analysis/4mr0X52T5dX5wtDgKcYx3h,https://api.spotify.com/v1/tracks/4mr0X52T5dX5wtDgKcYx3h,audio_features,spotify:track:4mr0X52T5dX5wtDgKcYx3h
63,6oxPAl0bogJndkX6AXQihx,https://api.spotify.com/v1/audio-analysis/6oxPAl0bogJndkX6AXQihx,https://api.spotify.com/v1/tracks/6oxPAl0bogJndkX6AXQihx,audio_features,spotify:track:6oxPAl0bogJndkX6AXQihx
64,26rMzQB3JB3z7jytChOVV5,https://api.spotify.com/v1/audio-analysis/26rMzQB3JB3z7jytChOVV5,https://api.spotify.com/v1/tracks/26rMzQB3JB3z7jytChOVV5,audio_features,spotify:track:26rMzQB3JB3z7jytChOVV5
65,6WrrbstYvlk5wUvZG1dupN,https://api.spotify.com/v1/audio-analysis/6WrrbstYvlk5wUvZG1dupN,https://api.spotify.com/v1/tracks/6WrrbstYvlk5wUvZG1dupN,audio_features,spotify:track:6WrrbstYvlk5wUvZG1dupN
66,1g9IKdWjjliyAPy2tr5fq3,https://api.spotify.com/v1/audio-analysis/1g9IKdWjjliyAPy2tr5fq3,https://api.spotify.com/v1/tracks/1g9IKdWjjliyAPy2tr5fq3,audio_features,spotify:track:1g9IKdWjjliyAPy2tr5fq3
67,7pKAGTpmoKAQfFqW6etJgo,https://api.spotify.com/v1/audio-analysis/7pKAGTpmoKAQfFqW6etJgo,https://api.spotify.com/v1/tracks/7pKAGTpmoKAQfFqW6etJgo,audio_features,spotify:track:7pKAGTpmoKAQfFqW6etJgo
68,0i7mM652xSlBnEowEz1GKZ,https://api.spotify.com/v1/audio-analysis/0i7mM652xSlBnEowEz1GKZ,https://api.spotify.com/v1/tracks/0i7mM652xSlBnEowEz1GKZ,audio_features,spotify:track:0i7mM652xSlBnEowEz1GKZ
69,5BYLuaDsDFwT8ExgdlIbny,https://api.spotify.com/v1/audio-analysis/5BYLuaDsDFwT8ExgdlIbny,https://api.spotify.com/v1/tracks/5BYLuaDsDFwT8ExgdlIbny,audio_features,spotify:track:5BYLuaDsDFwT8ExgdlIbny
70,0bEeYU6jJUmnyvJEezey5D,https://api.spotify.com/v1/audio-analysis/0bEeYU6jJUmnyvJEezey5D,https://api.spotify.com/v1/tracks/0bEeYU6jJUmnyvJEezey5D,audio_features,spotify:track:0bEeYU6jJUmnyvJEezey5D
71,1oTeKs2n0wiRRg0utixcaN,https://api.spotify.com/v1/audio-analysis/1oTeKs2n0wiRRg0utixcaN,https://api.spotify.com/v1/tracks/1oTeKs2n0wiRRg0utixcaN,audio_features,spotify:track:1oTeKs2n0wiRRg0utixcaN
72,2Qn82sG6KzuEVcFOZMuPh1,https://api.spotify.com/v1/audio-analysis/2Qn82sG6KzuEVcFOZMuPh1,https://api.spotify.com/v1/tracks/2Qn82sG6KzuEVcFOZMuPh1,audio_features,spotify:track:2Qn82sG6KzuEVcFOZMuPh1
73,28kixuAVchllAwDwvmMHAC,https://api.spotify.com/v1/audio-analysis/28kixuAVchllAwDwvmMHAC,https://api.spotify.com/v1/tracks/28kixuAVchllAwDwvmMHAC,audio_features,spotify:track:28kixuAVchllAwDwvmMHAC
74,6rOSjzcItOJvYqPazFFQTv,https://api.spotify.com/v1/audio-analysis/6rOSjzcItOJvYqPazFFQTv,https://api.spotify.com/v1/tracks/6rOSjzcItOJvYqPazFFQTv,audio_features,spotify:track:6rOSjzcItOJvYqPazFFQTv
75,2paA0uOayJvFiBS5343Ui6,https://api.spotify.com/v1/audio-analysis/2paA0uOayJvFiBS5343Ui6,https://api.spotify.com/v1/tracks/2paA0uOayJvFiBS5343Ui6,audio_features,spotify:track:2paA0uOayJvFiBS5343Ui6
76,1pChVPALHSQAoUAdm6062x,https://api.spotify.com/v1/audio-analysis/1pChVPALHSQAoUAdm6062x,https://api.spotify.com/v1/tracks/1pChVPALHSQAoUAdm6062x,audio_features,spotify:track:1pChVPALHSQAoUAdm6062x
77,0JXCUBjwvHlRw2Bk0MHhWS,https://api.spotify.com/v1/audio-analysis/0JXCUBjwvHlRw2Bk0MHhWS,https://api.spotify.com/v1/tracks/0JXCUBjwvHlRw2Bk0MHhWS,audio_features,spotify:track:0JXCUBjwvHlRw2Bk0MHhWS
78,7yVp9SM1oRxDyLuX734oOR,https://api.spotify.com/v1/audio-analysis/7yVp9SM1oRxDyLuX734oOR,https://api.spotify.com/v1/tracks/7yVp9SM1oRxDyLuX734oOR,audio_features,spotify:track:7yVp9SM1oRxDyLuX734oOR
79,5Yt80QALLC2aR1zf7EHTJC,https://api.spotify.com/v1/audio-analysis/5Yt80QALLC2aR1zf7EHTJC,https://api.spotify.com/v1/tracks/5Yt80QALLC2aR1zf7EHTJC,audio_features,spotify:track:5Yt80QALLC2aR1zf7EHTJC
80,1I71qFop22zTvVO0TK6Ly4,https://api.spotify.com/v1/audio-analysis/1I71qFop22zTvVO0TK6Ly4,https://api.spotify.com/v1/tracks/1I71qFop22zTvVO0TK6Ly4,audio_features,spotify:track:1I71qFop22zTvVO0TK6Ly4
81,48Vay0eHUsAOAXAZsndT5T,https://api.spotify.com/v1/audio-analysis/48Vay0eHUsAOAXAZsndT5T,https://api.spotify.com/v1/tracks/48Vay0eHUsAOAXAZsndT5T,audio_features,spotify:track:48Vay0eHUsAOAXAZsndT5T
82,05HQt474w3bq8yLUguIxvb,https://api.spotify.com/v1/audio-analysis/05HQt474w3bq8yLUguIxvb,https://api.spotify.com/v1/tracks/05HQt474w3bq8yLUguIxvb,audio_features,spotify:track:05HQt474w3bq8yLUguIxvb
83,0JxXGvUoyI8M6IMihbRdxK,https://api.spotify.com/v1/audio-analysis/0JxXGvUoyI8M6IMihbRdxK,https://api.spotify.com/v1/tracks/0JxXGvUoyI8M6IMihbRdxK,audio_features,spotify:track:0JxXGvUoyI8M6IMihbRdxK
84,2xpxJ8yk4l1Ks117sqYm7q,https://api.spotify.com/v1/audio-analysis/2xpxJ8yk4l1Ks117sqYm7q,https://api.spotify.com/v1/tracks/2xpxJ8yk4l1Ks117sqYm7q,audio_features,spotify:track:2xpxJ8yk4l1Ks117sqYm7q
85,6isLdiSAi5fmiMmBlOo1Bu,https://api.spotify.com/v1/audio-analysis/6isLdiSAi5fmiMmBlOo1Bu,https://api.spotify.com/v1/tracks/6isLdiSAi5fmiMmBlOo1Bu,audio_features,spotify:track:6isLdiSAi5fmiMmBlOo1Bu
86,7j6QXDnCt54n2xYYDbnzIR,https://api.spotify.com/v1/audio-analysis/7j6QXDnCt54n2xYYDbnzIR,https://api.spotify.com/v1/tracks/7j6QXDnCt54n2xYYDbnzIR,audio_features,spotify:track:7j6QXDnCt54n2xYYDbnzIR
87,7tj3UQBKxu6hqFhFL9dFh0,https://api.spotify.com/v1/audio-analysis/7tj3UQBKxu6hqFhFL9dFh0,https://api.spotify.com/v1/tracks/7tj3UQBKxu6hqFhFL9dFh0,audio_features,spotify:track:7tj3UQBKxu6hqFhFL9dFh0
88,0Zk9YXbgMr1JJ82LTxni1M,https://api.spotify.com/v1/audio-analysis/0Zk9YXbgMr1JJ82LTxni1M,https://api.spotify.com/v1/tracks/0Zk9YXbgMr1JJ82LTxni1M,audio_features,spotify:track:0Zk9YXbgMr1JJ82LTxni1M
89,7fB3FcukUxsWqeEGzXOMO8,https://api.spotify.com/v1/audio-analysis/7fB3FcukUxsWqeEGzXOMO8,https://api.spotify.com/v1/tracks/7fB3FcukUxsWqeEGzXOMO8,audio_features,spotify:track:7fB3FcukUxsWqeEGzXOMO8
90,3xb07Xdx6Oovx0SfsNcUGd,https://api.spotify.com/v1/audio-analysis/3xb07Xdx6Oovx0SfsNcUGd,https://api.spotify.com/v1/tracks/3xb07Xdx6Oovx0SfsNcUGd,audio_features,spotify:track:3xb07Xdx6Oovx0SfsNcUGd
91,72Eg1eg4t8tSXt0AYcK5pC,https://api.spotify.com/v1/audio-analysis/72Eg1eg4t8tSXt0AYcK5pC,https://api.spotify.com/v1/tracks/72Eg1eg4t8tSXt0AYcK5pC,audio_features,spotify:track:72Eg1eg4t8tSXt0AYcK5pC
92,660MgXuotlMcCZSIY9Qwp9,https://api.spotify.com/v1/audio-analysis/660MgXuotlMcCZSIY9Qwp9,https://api.spotify.com/v1/tracks/660MgXuotlMcCZSIY9Qwp9,audio_features,spotify:track:660MgXuotlMcCZSIY9Qwp9
93,3aeqSXZuF7OurNuKV6bdwJ,https://api.spotify.com/v1/audio-analysis/3aeqSXZuF7OurNuKV6bdwJ,https://api.spotify.com/v1/tracks/3aeqSXZuF7OurNuKV6bdwJ,audio_features,spotify:track:3aeqSXZuF7OurNuKV6bdwJ
94,1ZGI6p9qc2ZN9VRSlZtPHc,https://api.spotify.com/v1/audio-analysis/1ZGI6p9qc2ZN9VRSlZtPHc,https://api.spotify.com/v1/tracks/1ZGI6p9qc2ZN9VRSlZtPHc,audio_features,spotify:track:1ZGI6p9qc2ZN9VRSlZtPHc
95,4FdSP2NsYvMY2gGnGlYam2,https://api.spotify.com/v1/audio-analysis/4FdSP2NsYvMY2gGnGlYam2,https://api.spotify.com/v1/tracks/4FdSP2NsYvMY2gGnGlYam2,audio_features,spotify:track:4FdSP2NsYvMY2gGnGlYam2
96,3YXRxwE0PJeaO8M11B7WN3,https://api.spotify.com/v1/audio-analysis/3YXRxwE0PJeaO8M11B7WN3,https://api.spotify.com/v1/tracks/3YXRxwE0PJeaO8M11B7WN3,audio_features,spotify:track:3YXRxwE0PJeaO8M11B7WN3
97,2VpSm7QYR9Mz9hAkVZ4WJX,https://api.spotify.com/v1/audio-analysis/2VpSm7QYR9Mz9hAkVZ4WJX,https://api.spotify.com/v1/tracks/2VpSm7QYR9Mz9hAkVZ4WJX,audio_features,spotify:track:2VpSm7QYR9Mz9hAkVZ4WJX
98,4AyTwCHTyYTa5C4D2FCdkr,https://api.spotify.com/v1/audio-analysis/4AyTwCHTyYTa5C4D2FCdkr,https://api.spotify.com/v1/tracks/4AyTwCHTyYTa5C4D2FCdkr,audio_features,spotify:track:4AyTwCHTyYTa5C4D2FCdkr
99,4RMLTjiVMMFJiXrnZCS4EN,https://api.spotify.com/v1/audio-analysis/4RMLTjiVMMFJiXrnZCS4EN,https://api.spotify.com/v1/tracks/4RMLTjiVMMFJiXrnZCS4EN,audio_features,spotify:track:4RMLTjiVMMFJiXrnZCS4EN
100,09OAnshrR7kUNrxJF9H3H4,https://api.spotify.com/v1/audio-analysis/09OAnshrR7kUNrxJF9H3H4,https://api.spotify.com/v1/tracks/09OAnshrR7kUNrxJF9H3H4,audio_features,spotify:track:09OAnshrR7kUNrxJF9H3H4
